NULL;FCC A 0004-00003454;FV60;20;57736.8
NULL;FCC A 0004-00003454;GC40;12;47822.4
NULL;FCC A 0004-00003454;GSSR;20;138153.6
NULL;FCC A 0004-00003454;GA40;20;79704
NULL;FC A 0002-00038741;A I;80;60956.44
NULL;FCC A 0004-00003452;BCH540;40;225348.48
NULL;FCC A 0004-00003452;BN540;20;85847.04
NULL;FC A 0002-00038741;GA5;3;36046.35
NULL;FC A 0002-00038724;FV60;25;72171
NULL;FC A 0002-00038724;GSSR;15;103615.2
NULL;FCC A 0004-00003440;FV60;40;115473.6
NULL;FCC A 0004-00003440;GC40;35;139482
NULL;FCC A 0004-00003440;GD40;25;99630
NULL;FCC A 0004-00003440;GF40;15;59778
NULL;FCC A 0004-00003440;GM40;12;47822.4
NULL;FCC A 0004-00003440;GDM25;45;203245.2
NULL;FCC A 0004-00003440;GSSR;35;241768.8
NULL;FCC A 0004-00003433;BN540MA;25;96577.92
NULL;FC A 0002-00038727;BN540MA;20;77262.34
NULL;FC A 0002-00038730;BL540;6;28973.38
NULL;FCC A 0004-00003447;FV60MA;40;103926.24
NULL;FCC A 0004-00003447;GFRA40MA;40;149205.89
NULL;FCC A 0004-00003446;GFRA40;12;49735.3
NULL;FCC A 0004-00003446;GDF25;22;81829.44
NULL;FCC A 0004-00003446;PCH90;8;32752.51
NULL;FC A 0002-00038733;GA5;5;60077.26
NULL;FC A 0002-00038739;FDL60;10;31492.8
NULL;FC A 0002-00038718;BN540MA;10;38631.17
NULL;FCC A 0004-00003433;BCH540MA;25;126758.52
NULL;FCC A 0004-00003433;BV540MA;57;220197.66
NULL;FCC A 0004-00003433;BW425MA;20;106235.71
NULL;FCC A 0004-00003433;BV540MA;23;88851.69
NULL;FC A 0002-00038727;BCH540MA;20;101406.82
NULL;FC A 0002-00038727;BV540MA;20;77262.34
NULL;FC A 0002-00038727;BW425MA;10;53117.86
NULL;FC A 0002-00038727;BV540MA;5;19315.58
NULL;FCC A 0004-00003447;GA40MA;25;89667
NULL;FCC A 0004-00003447;GC40MA;30;107600.4
NULL;FCC A 0004-00003446;PDL90;3;7243.34
NULL;FCC A 0004-00003446;PV90;25;51175.8
NULL;FCC A 0004-00003446;PDL90;12;28973.38
NULL;FC A 0002-00038734;BCH540MA;10;50703.41
